name,Latitude,Longitude
parcs et jardins,44.626379100499584,-0.1354815
midoré,48.87493669972334,2.3249059
au pétrin moissagais,44.854000000481534,-0.5717869999999999
potins patines,44.83832340048285,-0.5908208999999999
vaica,50.64852179931439,3.1166436
maxi zoo,45.23815690044377,5.6688822
boulangerie chauvin,47.9250819999555,-0.8038101
emilia g,45.75166560037927,4.829333999999999
le petit casino,47.32886200009156,5.0382432999999995
halle ô discount,48.83700185988026,2.6396397837130956
kisly,47.64612740002049,-2.0746098
panier sympa,44.82864930048369,2.1727218
utile,45.76355090037758,4.873401699999999
optic 2000,45.8054384003716,1.2283075
man coiff,50.6195316231267,3.0512502409512003
nomadis,45.6386666003948,0.2045857
hobeki coiffure,43.39275420054194,-1.4555997999999999
linvosges,49.11729589966332,6.174904999999999
la crémerie,46.31473130029097,5.236971099999999
maison de la presse,45.64303090039421,-1.0882728
saveurs et délices,43.527499800541776,5.4424421
domaine aurelien febvre,47.3245274000925,4.4492291
cycles miloux,47.93154069995396,-2.3964429
téléphone store,42.776310400529695,2.9131863999999994
capanimal,45.56471930040456,5.303880599999999
art'ms,45.47486610041599,4.510843
coiffurisimo,45.88567667451763,4.8329336150808055
aurélie coiffure,45.86049860038336,1.3850191500013165
lidl,45.685135538950085,-0.16547751399216132
jack & jones,44.836870400483,-0.5735210999999999
parapharmacie,46.48942020026009,3.9931852000000005
écouter voir,43.94820200053432,4.805338999999999
jouéclub,48.747721199754906,1.3476274
brioche dorée,48.96564419970085,1.8623835
le mille feuille,43.60542440054119,3.7367259
picard,47.264534500105526,-2.2267327
mod,43.30376938346375,5.379509850706878
dacia saint-quentin,49.84138569948873,3.3226061999999996
château haut barrail,45.35561980043041,-0.8900587
proxiconfort marvil,49.44185149958381,1.1464412
galerie d'art,45.59941170040002,-0.9935157
lavo-pressing,43.62092030054102,3.8729172000000003
laverie saint-michel,48.58877966083222,-0.357884727224203
roulez facile,46.23693600030421,1.4851268
pressing du midi,48.84700059973026,2.4353675999999997
kusmi tea,48.890866876328275,2.2368231477737988
domaine du vieux loup,47.818287899980625,3.7262538
leonidas,50.63614796191728,3.0638364535880416
franck provost,48.71176479976383,2.2448019
telecom 1,45.61721000039766,6.7674019
autodiscount 69,45.69865010038664,5.017592999999999
sablé cuisine,47.83741329997616,-0.30445559999999994
la cœur des pains,48.89078739971943,2.3784108999999996
carrefour market,45.52659970040947,4.6094513
cta - centre technique automobile,47.48706070005654,-0.5440722
charcuterie -traiteur,48.549704699803925,-0.42441049999999997
boulangerie la rabaterie,47.39232280007763,0.7229547
presse,49.96629749945997,1.9423413000000003
starexcel,45.187291900449296,5.758795699999999
bonobo,45.9844758003449,4.7383818
histoire d'or,47.2148659001162,-1.5556598999999998
style & griffe,47.55535150004118,5.678711699999999
passion fleurs,45.78055730037515,3.1098082
la havane,50.359126399373416,3.5223436999999995
centre comercial la capelle,44.10026469884061,3.082663936468284
pharmacie centrale fertoise,48.58999260177772,-0.35740179588364057
aldi,50.460702199352205,2.680089
pressing de l'étoile,48.56915429979911,7.756742699999999
promod,45.15853733637741,5.732206106800802
éram,48.891216999719305,2.29093
nonna,48.42254019983526,7.662984899999998
aux trésors de la terre,48.0706089999208,6.8785774
hairbane coiffure,48.45231089982793,-4.4658244
l'auto e. leclerc,48.653837332635554,6.179151021377893
boucherie betemps,45.21592570044619,6.4746247
boulangerie-patisserie,43.35078430054178,5.376953799999999
au palais de la gourmandise,48.43083659983321,0.0907464
green éco concept,43.64779003183358,3.737189526320102
netto,49.76503199982949,4.69802699997089
19eme art,47.840805699975355,-0.33650109999999994
louis vuitton,50.63887189931629,3.0638439
mirabel,47.56235010003961,7.5266742
céline fleurs,49.397344699594626,4.701813099999999
start people,46.31993810029008,-0.4560332000000001
le fournil,44.87564570047962,4.878798
l'étamine,47.21403460011638,-1.5852359
carrefour contact,49.479155848911084,4.576126309078834
pmu,45.731256100382126,3.099413
dufoux chocolats,46.30568440029252,4.832143899999999
coiffure masculin,48.52254969981062,-2.2333318999999996
jovenin,50.638615043230594,2.3941861953788304
croix rouge,45.737216100381275,4.8649629
alimentation générale,48.84510769973071,2.4316609
domaine michel thibaut,46.83529910019448,5.702151
chauss expo,46.82623330019626,0.5593536
clean energy planet,43.628079200540945,7.037188
cycles valérian guenin,47.8013396999846,3.5792274999999996
chausson matériaux,43.60329850054121,3.4734874999999996
franprix,45.78144650037503,4.8335273
spar,42.305838200506834,9.152411299999999
chaussea,48.610728399788826,-2.0647131
les piscines de bacchus,44.90739770047683,-0.23151350000000004
onyx racing by enjolras,43.67411380054036,4.0594672
boucherie charcuterie,47.13067934426113,6.525345474278669
relay,48.97033819969969,2.0775742999999998
max möbel,47.309835900095706,5.0969045
cœur d'artichaut,49.182279099647296,-0.3729239999999999
bureau vallée,48.474658399822424,-2.0437406
scudettini,49.51512869956609,5.7350750999999995
antiquités,48.707398169960626,2.515699581170115
optic chabat,45.71240720038474,4.8035326
tabac presse loto hergle,49.11022819966509,6.167074700000001
biocoop paris xvii,48.89061739971945,2.3245337999999998
goyona,48.82312439973618,2.362591
la mie dorée,45.316319200434975,4.728517899999999
eric kayser,48.8529548997288,2.2685714
gédimat,48.933023799708934,2.1804338
pré de chez vous,45.46940150041668,4.3603981
texto,44.558722600504325,4.7509371
keria,44.040872805304396,1.382862896162697
maison de la presse,48.68848329976958,5.3237328999999995
badoz vins & fromages,46.834119500194696,5.708633800000001
pollen fleurs,48.02470409993178,0.2042352
fournil & maie,51.0241171813749,2.348909702800765
roady,48.721876399761314,-3.4796231999999994
casino,43.66340300054053,7.132137199999999
midas,44.03866380053133,1.3825323999999999
le fournil d’ambrussum,43.68774540054018,4.132057099999999
leader price,47.793913355843536,-1.0637833572436632
meubles hermitte,44.55743700050442,6.0794847
formul,47.659023800017536,-2.7559141000000005
bijouterie favre,45.96011340034864,5.3579447
glm,48.02373019993202,-4.5378517
bâtiment la salers de la brugère,45.44189600042005,3.3958250999999997
pro-duo : grossiste coiffure et esthétique,44.83750600048294,-0.6703208
kik fashion,47.68352270001191,6.4953168
maximarché,47.039575097144294,6.069478211616349
casino,42.69420660052651,2.8901506
abc du cadre,45.78093090037511,3.0792083999999997
tabac mini snc,43.646461194740425,0.5837983712230386
ferme herrenstein,48.82257579973632,7.4146986
philippot,48.733172599758504,6.169184199999999
l'épicerie 2 pauline,47.46992610006038,-0.5513979
guillemin,46.97654900016607,5.798882
aux armes de falaise,48.89702859971787,-0.1989174
desclicks - l'informatique solidaire,48.60599969979002,7.7524656
l'hair du temps,45.4162157004232,4.4102366
la panière,46.19191270031172,6.210072899999999
les viviers de banastère,47.51958640004925,-2.6623051
colmar literie,48.102217449119735,7.3613763757942134
couleurs d'argence,43.677497410362115,4.1214080097883095
les ateliers passion,46.62999030023412,5.2216096
galerie marc limousin,45.897413500358105,6.1277531
delaunois sarl,47.34069850008899,0.6125873
guinot institut,43.67500000054035,3.9833459999999996
e. leclerc,44.918549782283534,-0.4804776590390449
pimkie,48.39262759984258,-4.4825349
galaxiphone,48.673443099773316,5.8900243
inimitable coiffure,48.88118279972179,2.3273163999999995
babou,49.85790289948491,3.2488722999999995
mexx,48.32902349985816,4.1065507
grand litier,48.879435199722245,2.3181698999999996
aux fleurs de la fontaine,43.83261230053743,4.3512318
carrefour market,49.29733359961904,2.8001629999999995
poissonnerie de valbonne,43.64253290054078,7.010758499999999
intermarché,45.80356171049116,0.14023782894741152
la ferme de vaucelles,49.02314159968661,2.2327272999999996
mor'les cycles,48.57558366463726,-3.828730468831587
easy vape,48.92182089971172,2.187002
nataly b,45.89663840035823,4.433146399999999
narbonne accessoires,48.6911840997689,6.020911199999999
garage renault,47.5984910406124,-0.8342441223830238
la cave,47.04572860015182,-0.8759291
baungart,48.543038099805564,7.494912799999999
squal ktm,48.62470349978539,1.8255434000000001
pédron jp (casse),48.4584598998264,-2.7099767
croquembouche,43.43247820054201,6.7346509999999995
kia pertuis,43.681613194926065,5.503447073917571
lunettes pour tous (retrait et sav),48.86377019972611,2.3481484
tabac sports,47.98027399994238,3.3951314999999997
la halle aux chaussures,48.22772670791506,4.715376707914593
joelle cannet,48.834252799733434,2.2310488
altheagrey,45.76040400037804,5.6853912
boulangerie desmarieux,48.27114979987229,-1.854484
vival du parc,45.618136186179115,-1.0120794255590833
la malleterie,48.881857299721624,2.3715061999999993
les dessous de flo,43.594727700541306,3.8699251000000006
la cabane des légumes,45.569185100404,-0.7451219
camaïeu,48.27335349987174,6.966871499999999
boutchou,47.752646299995945,0.8628330999999999
bio monde,48.79435419974333,2.3369103999999994
athos voyages,46.48011500026177,3.97863
balletto,44.84272330048249,-0.5789427999999999
carrefour city,48.553973699802874,2.4306571999999997
galerie christiane vallé,45.779704300375286,3.0859841
alimentation 4 saisons,49.117643299663236,6.182836899999999
dietplus,45.187148000449305,5.7279071
les jardiniers de paris,48.55137250005968,2.411993249978094
nature conseil - au grain de blé,45.43298000042115,4.3890367999999995
sportonic,44.28161500052081,4.746857999999999
casino shop,43.0775713005383,5.926513599999999
boucher,47.177261900124215,3.0208646999999997
pile à l'heure,45.36746040042901,5.5921
villejean informatique photocopie,48.12106799990867,-1.7070297999999997
déesse & apollon,48.838461799732386,2.2896368
garage maurice brunstatt,47.71418850000486,7.314639000000001
sfr,43.592529800541314,2.21614
garage richard,43.22202988104985,0.09421849261998502
boulangerie pâtisserie,43.25739200054107,2.9484811999999994
etik' & bio,47.89845559996177,1.9067994000000001
auchan,48.544625099805174,7.741006499999998
bleu coquelicot,45.93499760035247,6.6327561
netto,43.72928680053952,5.1658509
chez jean-jacques,47.903063299960685,-4.2823493
ikea,48.75926483791903,2.3852405524907705
total,49.390052464737835,0.6114822934362912
intermarché,47.33187605024666,5.09224824115354
mille et une fleurs,48.90442269971602,2.5869386999999997
brico dépôt,43.720425066760846,-1.1267331918655554
orange,44.40705060051393,0.7058313999999999
"bruno geyer, fleuriste",47.73336660000041,6.9693943
profil optic,44.93256843356082,4.893905082245678
optique conseil et tendance,47.55108740004213,6.433218499999999
jérôme et nadège ferburghi,43.471199800541974,0.04128849999999999
empreintes végétales,45.54392430040725,3.2485441999999995
le coin gourmand,43.51072170054184,1.3763540999999997
elliot james,48.58444269979533,2.4492081
kiabi,47.073986908837156,-0.8370211595809544
a+ glass,47.79696879998562,7.172828599999998
le cœlacanthe,48.375662399846746,7.5939513
domaine de lavabre,43.86964950555039,3.868489228556534
garage du moulin rouge,46.66908860022673,-1.2867894
le lave linge,43.58007543015732,7.052505773980216
intersport,44.23537539518727,5.912633033415353
laverie automatique,43.528397200541775,3.9324914
oxybul,43.603840000541204,1.4439101
flore & sens,50.01658789403925,3.7832070526338097
e. leclerc drive,47.796120599985805,3.5708034
lilou & charly,47.27887510010241,4.231009
l'art du temps,47.66603010001595,-2.9782895
le guiné,46.49614400025889,-1.7922254
absoluepil,43.576995600541444,3.8256236000000006
midas,46.79580180020224,4.4411495
les petits hauts,48.40451819983967,2.7005682
bureau vallée,43.65530180054061,6.9384898
boulangerie pâtisserie goesel,48.544048599805315,7.4927202
boucherie - charcuterie,48.620338699786444,2.4934826999999995
moisan,48.876629499722924,2.3386068
sport 2000,44.420526030419374,1.4376419884603895
speed queen,49.43709559958497,1.1019895
nicolas,43.482183400541935,-1.5611110999999998
vival,45.674148800389986,6.379448299999999
armor literie,48.105592099912386,-1.6726244
bosch service,48.77113379974909,2.3464244
ussel cuisines,45.56121030040501,2.3200838
la courtisane,48.80475179974076,2.289513
liberty belle,43.29356580054141,3.528909
vival,43.31119720054154,2.2146513000000003
saveurs de nos fermes,45.655144100392576,6.359365199999999
centre de beauté stahl,49.21588079963904,4.001474999999999
loisireo sainte eulalie,44.89966360047751,-0.49252869999999993
ferme la borie d'imbert,44.81799240048459,1.6023502
la boucherie d'angles,46.40842210027461,-1.4026867
gemo,49.61416298852069,0.7731599308272511
jet 7 bike,43.55204630054163,7.005896400000001
nike,43.59487220054129,4.9946717
h&m,47.74838799999692,7.3386755
citroën,47.56789555810503,1.3271174039384295
au naturel gourmand,48.18358459989356,-1.4375231999999998
la galerie du cadeau,46.336879800287136,5.1287684
unlimited epil,43.52629240054178,5.4507319
aux produits du terroir comtois,47.290371213148916,6.645270115456144
euro’or,43.68353550722493,4.153690765080988
zara,48.78083790533968,2.22064482653177
hanaéline,46.126000600322506,3.4207281999999997
la superette,50.71741719930106,2.2810851999999997
j'aime sport,46.081265800329724,6.7261915
smi treille,46.68727089738203,5.50581750639826
ingrédients,44.83888990048282,-0.5750758
tabac presse,45.43413430042101,5.7549249
iceland,49.176783399648656,-2.0887701
orthi château,48.80435969974086,2.1324583999999995
larivière,43.28684470054135,5.5974482
tarabio,47.228395900113306,6.0319789
point sourire,49.38175809959844,3.3245318
en mode tendance,45.76578950037726,4.8427928
du thé et des laines,43.61014690054114,3.875540199999999
optical discount,49.43133439958637,1.0868902
au péché gourmand,45.42995450042152,4.3899169
boutique sncf,48.8387657285343,2.382692027156933
carroserie benji,43.68291200054025,3.8111172999999985
france loisirs,46.126003700322514,3.4231914
renault,48.18060443428424,2.2524110561121486
prêt à partir,49.115628999663734,6.1782002
spar,45.77679542606295,0.5528771570571763
o'tera d'avelin,50.53855632963116,3.077085798840268
pull love,46.204907700309555,5.226042
go sport montagne superdevoluy sports,44.67681990049586,5.9273579
altuntas,46.130271200321836,3.4243854
intermarché,42.51471530051833,3.1071621999999994
le pacha,44.84181000048257,-0.5772719999999999
c. c. auchan,48.58735420212745,2.3043270609569846
boucherie chevaline houet,46.467533500264054,-0.8046063999999999
chartier,47.65641060001814,-2.7573741
monoprix,48.67562942731942,6.162533223929845
euromaster,43.57570530054145,1.4060970999999998
carrefour,49.59793136153501,3.227953062835097
angel styl',49.02620716243662,-1.2818527986071742
tourbillon,48.69510249976794,2.282804
agence maurice,48.57047449979879,7.687450999999999
speedy,48.656789099777434,2.4086092
ad,44.56574100028139,6.497646181319821
intermarché hyper,49.211108456384245,1.1825797409258767
xxl,45.983615100345034,4.7440592
norauto,48.57002721882945,2.625029006916386
la berouette bio,49.004575699691195,0.1508142
gizelle élégance,48.816241199737895,2.3514872999999996
pompes funèbres de france,44.76913520048864,-0.6168829
citroën,47.023504577668795,3.145144768572282
